HW,CIN,COUT,KERNEL_SIZE,STRIDES,SCALED_FREQ
63,48,48,7,2,0.0003333333333333333
9,232,232,7,1,0.0003333333333333333
34,168,168,5,2,0.0003333333333333333
31,216,216,3,2,0.0003333333333333333
32,168,168,5,2,0.0003333333333333333
6,352,352,7,1,0.0003333333333333333
22,232,232,3,2,0.0003333333333333333
57,40,40,3,1,0.0003333333333333333
61,40,40,7,1,0.0003333333333333333
61,56,56,3,2,0.0003333333333333333
7,392,392,3,1,0.0003333333333333333
27,208,208,5,2,0.0003333333333333333
22,272,272,5,2,0.0003333333333333333
38,64,64,3,1,0.0003333333333333333
60,56,56,3,2,0.0003333333333333333
36,184,184,3,2,0.0003333333333333333
17,120,120,3,1,0.0003333333333333333
6,440,440,3,1,0.0003333333333333333
41,136,136,5,2,0.0003333333333333333
28,216,216,7,2,0.0003333333333333333
44,120,120,3,2,0.0003333333333333333
51,48,48,3,1,0.0003333333333333333
40,152,152,7,2,0.0003333333333333333
15,176,176,7,1,0.0003333333333333333
46,120,120,5,2,0.0003333333333333333
53,88,88,5,2,0.0003333333333333333
11,384,384,3,2,0.0003333333333333333
17,440,440,5,2,0.0003333333333333333
17,328,328,3,2,0.0003333333333333333
56,64,64,3,2,0.0003333333333333333
20,128,128,7,1,0.0003333333333333333
18,136,136,7,1,0.0003333333333333333
53,80,80,3,2,0.0003333333333333333
25,96,96,3,1,0.0003333333333333333
10,320,320,5,1,0.0003333333333333333
26,200,200,5,2,0.0003333333333333333
43,136,136,3,2,0.0003333333333333333
62,40,40,5,1,0.0003333333333333333
28,240,240,3,2,0.0003333333333333333
58,40,40,7,1,0.0003333333333333333
42,72,72,3,1,0.0003333333333333333
36,80,80,7,1,0.0003333333333333333
5,552,552,3,1,0.0003333333333333333
53,48,48,7,1,0.0003333333333333333
45,56,56,7,1,0.0003333333333333333
27,224,224,5,2,0.0003333333333333333
30,120,120,3,1,0.0003333333333333333
49,48,48,5,1,0.0003333333333333333
62,72,72,7,2,0.0003333333333333333
64,32,32,5,1,0.0003333333333333333
28,152,152,3,2,0.0003333333333333333
5,560,560,5,1,0.0003333333333333333
16,152,152,3,1,0.0003333333333333333
53,80,80,3,2,0.0003333333333333333
5,576,576,5,1,0.0003333333333333333
45,56,56,5,1,0.0003333333333333333
23,248,248,3,2,0.0003333333333333333
22,112,112,5,1,0.0003333333333333333
36,72,72,5,1,0.0003333333333333333
64,32,32,5,1,0.0003333333333333333
5,432,432,3,1,0.0003333333333333333
60,56,56,5,2,0.0003333333333333333
51,120,120,7,2,0.0003333333333333333
35,80,80,7,1,0.0003333333333333333
57,40,40,5,1,0.0003333333333333333
16,592,592,7,2,0.0003333333333333333
27,96,96,5,1,0.0003333333333333333
39,64,64,3,1,0.0003333333333333333
36,80,80,7,1,0.0003333333333333333
5,504,504,7,1,0.0003333333333333333
52,88,88,5,2,0.0003333333333333333
43,56,56,5,1,0.0003333333333333333
46,128,128,5,2,0.0003333333333333333
22,280,280,5,2,0.0003333333333333333
54,88,88,5,2,0.0003333333333333333
40,56,56,7,1,0.0003333333333333333
40,64,64,5,1,0.0003333333333333333
43,144,144,5,2,0.0003333333333333333
28,88,88,5,1,0.0003333333333333333
59,64,64,5,2,0.0003333333333333333
49,128,128,7,2,0.0003333333333333333
49,48,48,7,1,0.0003333333333333333
51,96,96,5,2,0.0003333333333333333
29,216,216,5,2,0.0003333333333333333
14,192,192,3,1,0.0003333333333333333
22,120,120,5,1,0.0003333333333333333
17,136,136,3,1,0.0003333333333333333
22,112,112,5,1,0.0003333333333333333
11,704,704,5,2,0.0003333333333333333
20,112,112,3,1,0.0003333333333333333
48,112,112,5,2,0.0003333333333333333
61,40,40,5,1,0.0003333333333333333
62,40,40,3,1,0.0003333333333333333
13,416,416,5,2,0.0003333333333333333
48,112,112,3,2,0.0003333333333333333
30,72,72,3,1,0.0003333333333333333
8,312,312,7,1,0.0003333333333333333
11,264,264,3,1,0.0003333333333333333
56,80,80,5,2,0.0003333333333333333
24,96,96,5,1,0.0003333333333333333
24,80,80,3,1,0.0003333333333333333
48,104,104,5,2,0.0003333333333333333
49,48,48,3,1,0.0003333333333333333
45,144,144,7,2,0.0003333333333333333
63,56,56,7,2,0.0003333333333333333
15,424,424,7,2,0.0003333333333333333
9,376,376,3,1,0.0003333333333333333
55,40,40,7,1,0.0003333333333333333
59,88,88,7,2,0.0003333333333333333
52,48,48,7,1,0.0003333333333333333
57,64,64,3,2,0.0003333333333333333
4,656,656,5,1,0.0003333333333333333
34,168,168,5,2,0.0003333333333333333
40,64,64,7,1,0.0003333333333333333
31,176,176,3,2,0.0003333333333333333
19,136,136,5,1,0.0003333333333333333
56,40,40,7,1,0.0003333333333333333
13,224,224,5,1,0.0003333333333333333
40,64,64,3,1,0.0003333333333333333
63,56,56,5,2,0.0003333333333333333
54,72,72,5,2,0.0003333333333333333
51,112,112,7,2,0.0003333333333333333
37,168,168,5,2,0.0003333333333333333
24,224,224,7,2,0.0003333333333333333
30,80,80,5,1,0.0003333333333333333
15,120,120,3,1,0.0003333333333333333
5,576,576,5,1,0.0003333333333333333
32,80,80,5,1,0.0003333333333333333
23,112,112,3,1,0.0003333333333333333
6,400,400,7,1,0.0003333333333333333
5,552,552,3,1,0.0003333333333333333
12,192,192,3,1,0.0003333333333333333
56,40,40,7,1,0.0003333333333333333
23,96,96,3,1,0.0003333333333333333
56,96,96,7,2,0.0003333333333333333
23,120,120,7,1,0.0003333333333333333
59,64,64,3,2,0.0003333333333333333
36,64,64,5,1,0.0003333333333333333
35,144,144,3,2,0.0003333333333333333
45,56,56,3,1,0.0003333333333333333
6,400,400,3,1,0.0003333333333333333
28,88,88,5,1,0.0003333333333333333
19,136,136,7,1,0.0003333333333333333
13,640,640,5,2,0.0003333333333333333
41,64,64,7,1,0.0003333333333333333
32,80,80,5,1,0.0003333333333333333
53,88,88,5,2,0.0003333333333333333
24,112,112,7,1,0.0003333333333333333
21,120,120,5,1,0.0003333333333333333
57,40,40,3,1,0.0003333333333333333
59,88,88,7,2,0.0003333333333333333
7,344,344,3,1,0.0003333333333333333
62,72,72,7,2,0.0003333333333333333
12,176,176,7,1,0.0003333333333333333
46,56,56,7,1,0.0003333333333333333
27,264,264,5,2,0.0003333333333333333
41,128,128,3,2,0.0003333333333333333
47,104,104,3,2,0.0003333333333333333
9,680,680,5,2,0.0003333333333333333
51,48,48,3,1,0.0003333333333333333
7,512,512,3,1,0.0003333333333333333
18,360,360,7,2,0.0003333333333333333
4,528,528,7,1,0.0003333333333333333
21,248,248,3,2,0.0003333333333333333
5,568,568,7,1,0.0003333333333333333
36,80,80,7,1,0.0003333333333333333
23,280,280,5,2,0.0003333333333333333
59,80,80,7,2,0.0003333333333333333
54,48,48,5,1,0.0003333333333333333
57,40,40,7,1,0.0003333333333333333
44,56,56,7,1,0.0003333333333333333
5,432,432,3,1,0.0003333333333333333
28,96,96,7,1,0.0003333333333333333
19,136,136,7,1,0.0003333333333333333
57,96,96,7,2,0.0003333333333333333
27,144,144,3,2,0.0003333333333333333
47,56,56,3,1,0.0003333333333333333
5,488,488,7,1,0.0003333333333333333
47,56,56,7,1,0.0003333333333333333
6,368,368,3,1,0.0003333333333333333
5,528,528,3,1,0.0003333333333333333
19,360,360,5,2,0.0003333333333333333
9,448,448,3,2,0.0003333333333333333
14,592,592,7,2,0.0003333333333333333
14,176,176,3,1,0.0003333333333333333
50,48,48,5,1,0.0003333333333333333
8,360,360,3,1,0.0003333333333333333
12,224,224,3,1,0.0003333333333333333
52,104,104,5,2,0.0003333333333333333
59,40,40,3,1,0.0003333333333333333
41,152,152,7,2,0.0003333333333333333
54,48,48,7,1,0.0003333333333333333
54,48,48,5,1,0.0003333333333333333
61,40,40,3,1,0.0003333333333333333
38,64,64,3,1,0.0003333333333333333
24,104,104,3,1,0.0003333333333333333
58,80,80,5,2,0.0003333333333333333
15,480,480,5,2,0.0003333333333333333
17,368,368,5,2,0.0003333333333333333
32,80,80,7,1,0.0003333333333333333
48,104,104,3,2,0.0003333333333333333
56,40,40,7,1,0.0003333333333333333
43,64,64,7,1,0.0003333333333333333
56,40,40,7,1,0.0003333333333333333
17,112,112,3,1,0.0003333333333333333
35,184,184,7,2,0.0003333333333333333
38,64,64,7,1,0.0003333333333333333
36,72,72,3,1,0.0003333333333333333
45,120,120,3,2,0.0003333333333333333
63,40,40,7,1,0.0003333333333333333
32,72,72,5,1,0.0003333333333333333
17,216,216,3,2,0.0003333333333333333
22,120,120,7,1,0.0003333333333333333
5,600,600,5,1,0.0003333333333333333
19,136,136,5,1,0.0003333333333333333
32,80,80,5,1,0.0003333333333333333
55,48,48,5,1,0.0003333333333333333
29,200,200,3,2,0.0003333333333333333
39,64,64,7,1,0.0003333333333333333
34,64,64,3,1,0.0003333333333333333
15,152,152,3,1,0.0003333333333333333
14,664,664,5,2,0.0003333333333333333
62,72,72,7,2,0.0003333333333333333
40,64,64,3,1,0.0003333333333333333
16,336,336,3,2,0.0003333333333333333
36,144,144,3,2,0.0003333333333333333
15,168,168,3,1,0.0003333333333333333
52,80,80,3,2,0.0003333333333333333
45,56,56,5,1,0.0003333333333333333
43,136,136,5,2,0.0003333333333333333
35,160,160,5,2,0.0003333333333333333
57,40,40,7,1,0.0003333333333333333
22,112,112,5,1,0.0003333333333333333
31,208,208,7,2,0.0003333333333333333
14,712,712,7,2,0.0003333333333333333
19,136,136,5,1,0.0003333333333333333
18,136,136,7,1,0.0003333333333333333
54,48,48,5,1,0.0003333333333333333
49,48,48,7,1,0.0003333333333333333
47,112,112,5,2,0.0003333333333333333
59,40,40,7,1,0.0003333333333333333
43,128,128,5,2,0.0003333333333333333
51,48,48,7,1,0.0003333333333333333
15,328,328,3,2,0.0003333333333333333
23,104,104,5,1,0.0003333333333333333
23,88,88,3,1,0.0003333333333333333
28,96,96,7,1,0.0003333333333333333
63,40,40,5,1,0.0003333333333333333
34,160,160,5,2,0.0003333333333333333
42,72,72,3,1,0.0003333333333333333
38,160,160,7,2,0.0003333333333333333
32,216,216,5,2,0.0003333333333333333
50,48,48,7,1,0.0003333333333333333
6,400,400,7,1,0.0003333333333333333
6,456,456,5,1,0.0003333333333333333
44,80,80,3,2,0.0003333333333333333
55,88,88,5,2,0.0003333333333333333
34,80,80,7,1,0.0003333333333333333
5,520,520,3,1,0.0003333333333333333
27,96,96,5,1,0.0003333333333333333
19,136,136,7,1,0.0003333333333333333
45,56,56,5,1,0.0003333333333333333
8,336,336,3,1,0.0003333333333333333
44,128,128,5,2,0.0003333333333333333
19,352,352,5,2,0.0003333333333333333
59,96,96,7,2,0.0003333333333333333
48,48,48,3,1,0.0003333333333333333
59,88,88,7,2,0.0003333333333333333
6,424,424,3,1,0.0003333333333333333
60,40,40,5,1,0.0003333333333333333
7,712,712,7,2,0.0003333333333333333
61,40,40,7,1,0.0003333333333333333
5,488,488,7,1,0.0003333333333333333
46,112,112,5,2,0.0003333333333333333
42,64,64,7,1,0.0003333333333333333
6,408,408,3,1,0.0003333333333333333
5,432,432,3,1,0.0003333333333333333
36,64,64,3,1,0.0003333333333333333
25,88,88,3,1,0.0003333333333333333
59,40,40,5,1,0.0003333333333333333
15,168,168,3,1,0.0003333333333333333
12,360,360,3,2,0.0003333333333333333
36,72,72,5,1,0.0003333333333333333
8,304,304,7,1,0.0003333333333333333
59,40,40,7,1,0.0003333333333333333
5,680,680,5,1,0.0003333333333333333
11,248,248,5,1,0.0003333333333333333
61,40,40,5,1,0.0003333333333333333
36,160,160,3,2,0.0003333333333333333
57,104,104,7,2,0.0003333333333333333
13,624,624,5,2,0.0003333333333333333
33,184,184,7,2,0.0003333333333333333
53,80,80,5,2,0.0003333333333333333
5,464,464,3,1,0.0003333333333333333
29,200,200,5,2,0.0003333333333333333
34,72,72,5,1,0.0003333333333333333
43,120,120,3,2,0.0003333333333333333
5,568,568,3,1,0.0003333333333333333
51,48,48,3,1,0.0003333333333333333
26,104,104,7,1,0.0003333333333333333
23,120,120,7,1,0.0003333333333333333
36,64,64,3,1,0.0003333333333333333
18,112,112,3,1,0.0003333333333333333
32,72,72,7,1,0.0003333333333333333
27,88,88,5,1,0.0003333333333333333
64,32,32,5,1,0.0003333333333333333
48,96,96,3,2,0.0003333333333333333
19,136,136,5,1,0.0003333333333333333
33,64,64,7,1,0.0003333333333333333
5,448,448,3,1,0.0003333333333333333
46,112,112,3,2,0.0003333333333333333
57,96,96,7,2,0.0003333333333333333
53,80,80,3,2,0.0003333333333333333
12,672,672,5,2,0.0003333333333333333
48,56,56,7,1,0.0003333333333333333
14,568,568,5,2,0.0003333333333333333
44,112,112,3,2,0.0003333333333333333
16,152,152,7,1,0.0003333333333333333
44,56,56,3,1,0.0003333333333333333
12,216,216,3,1,0.0003333333333333333
51,48,48,7,1,0.0003333333333333333
13,216,216,7,1,0.0003333333333333333
24,256,256,5,2,0.0003333333333333333
36,64,64,7,1,0.0003333333333333333
4,672,672,5,1,0.0003333333333333333
50,48,48,5,1,0.0003333333333333333
4,656,656,5,1,0.0003333333333333333
35,72,72,7,1,0.0003333333333333333
27,88,88,5,1,0.0003333333333333333
63,40,40,5,1,0.0003333333333333333
31,192,192,7,2,0.0003333333333333333
6,424,424,3,1,0.0003333333333333333
5,616,616,5,1,0.0003333333333333333
40,160,160,7,2,0.0003333333333333333
57,88,88,5,2,0.0003333333333333333
18,144,144,3,1,0.0003333333333333333
53,88,88,5,2,0.0003333333333333333
51,48,48,3,1,0.0003333333333333333
12,656,656,5,2,0.0003333333333333333
45,56,56,7,1,0.0003333333333333333
21,104,104,3,1,0.0003333333333333333
61,40,40,5,1,0.0003333333333333333
41,64,64,3,1,0.0003333333333333333
41,64,64,3,1,0.0003333333333333333
53,96,96,5,2,0.0003333333333333333
44,64,64,7,1,0.0003333333333333333
48,48,48,5,1,0.0003333333333333333
53,48,48,7,1,0.0003333333333333333
37,72,72,7,1,0.0003333333333333333
15,176,176,7,1,0.0003333333333333333
34,72,72,5,1,0.0003333333333333333
59,80,80,5,2,0.0003333333333333333
56,40,40,5,1,0.0003333333333333333
5,640,640,5,1,0.0003333333333333333
60,72,72,7,2,0.0003333333333333333
63,56,56,7,2,0.0003333333333333333
34,72,72,5,1,0.0003333333333333333
46,56,56,7,1,0.0003333333333333333
5,448,448,3,1,0.0003333333333333333
54,72,72,3,2,0.0003333333333333333
56,80,80,5,2,0.0003333333333333333
50,48,48,3,1,0.0003333333333333333
47,56,56,3,1,0.0003333333333333333
59,88,88,7,2,0.0003333333333333333
5,592,592,5,1,0.0003333333333333333
51,48,48,3,1,0.0003333333333333333
46,88,88,3,2,0.0003333333333333333
56,40,40,3,1,0.0003333333333333333
56,40,40,3,1,0.0003333333333333333
60,40,40,5,1,0.0003333333333333333
26,104,104,7,1,0.0003333333333333333
56,96,96,7,2,0.0003333333333333333
10,416,416,3,2,0.0003333333333333333
37,80,80,7,1,0.0003333333333333333
36,80,80,7,1,0.0003333333333333333
58,40,40,3,1,0.0003333333333333333
58,72,72,5,2,0.0003333333333333333
8,344,344,7,1,0.0003333333333333333
19,136,136,5,1,0.0003333333333333333
46,104,104,3,2,0.0003333333333333333
22,288,288,5,2,0.0003333333333333333
55,48,48,5,1,0.0003333333333333333
61,40,40,5,1,0.0003333333333333333
28,168,168,3,2,0.0003333333333333333
21,272,272,3,2,0.0003333333333333333
44,120,120,5,2,0.0003333333333333333
29,80,80,3,1,0.0003333333333333333
12,176,176,3,1,0.0003333333333333333
16,168,168,5,1,0.0003333333333333333
51,48,48,7,1,0.0003333333333333333
19,112,112,3,1,0.0003333333333333333
7,440,440,3,1,0.0003333333333333333
5,488,488,7,1,0.0003333333333333333
47,56,56,7,1,0.0003333333333333333
21,336,336,5,2,0.0003333333333333333
53,48,48,7,1,0.0003333333333333333
15,368,368,3,2,0.0003333333333333333
61,40,40,5,1,0.0003333333333333333
8,280,280,7,1,0.0003333333333333333
11,256,256,5,1,0.0003333333333333333
15,448,448,5,2,0.0003333333333333333
62,40,40,7,1,0.0003333333333333333
5,528,528,3,1,0.0003333333333333333
6,384,384,7,1,0.0003333333333333333
49,120,120,5,2,0.0003333333333333333
14,184,184,5,1,0.0003333333333333333
7,392,392,3,1,0.0003333333333333333
13,176,176,3,1,0.0003333333333333333
43,64,64,7,1,0.0003333333333333333
10,248,248,7,1,0.0003333333333333333
62,64,64,7,2,0.0003333333333333333
50,128,128,7,2,0.0003333333333333333
49,48,48,3,1,0.0003333333333333333
5,464,464,7,1,0.0003333333333333333
19,144,144,7,1,0.0003333333333333333
23,96,96,3,1,0.0003333333333333333
61,64,64,5,2,0.0003333333333333333
60,40,40,7,1,0.0003333333333333333
22,120,120,7,1,0.0003333333333333333
5,600,600,5,1,0.0003333333333333333
19,312,312,5,2,0.0003333333333333333
53,48,48,7,1,0.0003333333333333333
26,80,80,3,1,0.0003333333333333333
33,72,72,5,1,0.0003333333333333333
26,96,96,5,1,0.0003333333333333333
13,320,320,3,2,0.0003333333333333333
10,248,248,3,1,0.0003333333333333333
30,96,96,7,1,0.0003333333333333333
23,288,288,5,2,0.0003333333333333333
58,40,40,5,1,0.0003333333333333333
63,56,56,7,2,0.0003333333333333333
34,80,80,7,1,0.0003333333333333333
33,176,176,5,2,0.0003333333333333333
55,48,48,3,2,0.0003333333333333333
57,88,88,7,2,0.0003333333333333333
39,96,96,3,2,0.0003333333333333333
19,136,136,5,1,0.0003333333333333333
58,40,40,3,1,0.0003333333333333333
27,104,104,7,1,0.0003333333333333333
63,40,40,5,1,0.0003333333333333333
53,88,88,5,2,0.0003333333333333333
59,64,64,5,2,0.0003333333333333333
52,80,80,3,2,0.0003333333333333333
59,72,72,5,2,0.0003333333333333333
7,280,280,7,1,0.0003333333333333333
49,80,80,3,2,0.0003333333333333333
55,48,48,5,1,0.0003333333333333333
18,128,128,3,1,0.0003333333333333333
39,136,136,3,2,0.0003333333333333333
50,48,48,7,1,0.0003333333333333333
60,40,40,7,1,0.0003333333333333333
62,40,40,5,1,0.0003333333333333333
48,104,104,3,2,0.0003333333333333333
53,80,80,3,2,0.0003333333333333333
57,72,72,5,2,0.0003333333333333333
45,56,56,3,1,0.0003333333333333333
43,136,136,5,2,0.0003333333333333333
25,112,112,3,1,0.0003333333333333333
12,568,568,5,2,0.0003333333333333333
8,704,704,7,2,0.0003333333333333333
57,64,64,3,2,0.0003333333333333333
17,152,152,7,1,0.0003333333333333333
62,40,40,7,1,0.0003333333333333333
19,360,360,5,2,0.0003333333333333333
32,152,152,3,2,0.0003333333333333333
54,48,48,5,1,0.0003333333333333333
16,152,152,7,1,0.0003333333333333333
36,96,96,3,2,0.0003333333333333333
34,88,88,7,1,0.0003333333333333333
52,88,88,5,2,0.0003333333333333333
54,48,48,5,1,0.0003333333333333333
25,80,80,3,1,0.0003333333333333333
27,232,232,7,2,0.0003333333333333333
6,368,368,7,1,0.0003333333333333333
4,648,648,5,1,0.0003333333333333333
24,96,96,3,1,0.0003333333333333333
43,64,64,7,1,0.0003333333333333333
55,48,48,3,1,0.0003333333333333333
15,336,336,3,2,0.0003333333333333333
60,40,40,3,1,0.0003333333333333333
10,664,664,5,2,0.0003333333333333333
21,296,296,7,2,0.0003333333333333333
36,80,80,7,1,0.0003333333333333333
54,88,88,5,2,0.0003333333333333333
12,240,240,5,1,0.0003333333333333333
16,664,664,7,2,0.0003333333333333333
5,664,664,5,1,0.0003333333333333333
52,112,112,7,2,0.0003333333333333333
18,376,376,5,2,0.0003333333333333333
23,120,120,7,1,0.0003333333333333333
25,96,96,5,1,0.0003333333333333333
8,344,344,3,1,0.0003333333333333333
30,88,88,7,1,0.0003333333333333333
54,104,104,5,2,0.0003333333333333333
25,248,248,3,2,0.0003333333333333333
17,144,144,7,1,0.0003333333333333333
29,80,80,5,1,0.0003333333333333333
58,40,40,5,1,0.0003333333333333333
5,448,448,7,1,0.0003333333333333333
35,80,80,7,1,0.0003333333333333333
61,56,56,5,2,0.0003333333333333333
47,56,56,5,1,0.0003333333333333333
5,520,520,3,1,0.0003333333333333333
19,336,336,7,2,0.0003333333333333333
31,168,168,3,2,0.0003333333333333333
53,48,48,5,1,0.0003333333333333333
63,40,40,5,1,0.0003333333333333333
56,40,40,3,1,0.0003333333333333333
38,64,64,5,1,0.0003333333333333333
49,48,48,7,1,0.0003333333333333333
45,56,56,5,1,0.0003333333333333333
29,232,232,7,2,0.0003333333333333333
59,40,40,7,1,0.0003333333333333333
32,184,184,5,2,0.0003333333333333333
52,80,80,3,2,0.0003333333333333333
5,552,552,7,1,0.0003333333333333333
27,72,72,3,1,0.0003333333333333333
11,232,232,7,1,0.0003333333333333333
23,88,88,3,1,0.0003333333333333333
29,200,200,7,2,0.0003333333333333333
47,56,56,3,1,0.0003333333333333333
16,152,152,7,1,0.0003333333333333333
14,360,360,3,2,0.0003333333333333333
16,328,328,3,2,0.0003333333333333333
32,176,176,3,2,0.0003333333333333333
15,200,200,5,1,0.0003333333333333333
7,296,296,7,1,0.0003333333333333333
12,232,232,5,1,0.0003333333333333333
23,104,104,5,1,0.0003333333333333333
43,64,64,7,1,0.0003333333333333333
19,136,136,5,1,0.0003333333333333333
14,560,560,5,2,0.0003333333333333333
52,48,48,5,1,0.0003333333333333333
35,72,72,5,1,0.0003333333333333333
44,64,64,7,1,0.0003333333333333333
45,144,144,7,2,0.0003333333333333333
37,128,128,3,2,0.0003333333333333333
41,64,64,7,1,0.0003333333333333333
35,88,88,3,1,0.0003333333333333333
12,384,384,3,2,0.0003333333333333333
53,72,72,3,2,0.0003333333333333333
33,176,176,5,2,0.0003333333333333333
60,40,40,7,1,0.0003333333333333333
58,40,40,5,1,0.0003333333333333333
41,56,56,3,1,0.0003333333333333333
6,456,456,3,1,0.0003333333333333333
32,80,80,7,1,0.0003333333333333333
5,592,592,5,1,0.0003333333333333333
6,368,368,7,1,0.0003333333333333333
6,424,424,3,1,0.0003333333333333333
48,112,112,5,2,0.0003333333333333333
45,56,56,7,1,0.0003333333333333333
43,128,128,5,2,0.0003333333333333333
50,48,48,3,1,0.0003333333333333333
60,56,56,3,2,0.0003333333333333333
51,88,88,3,2,0.0003333333333333333
34,80,80,7,1,0.0003333333333333333
62,56,56,7,2,0.0003333333333333333
20,264,264,3,2,0.0003333333333333333
18,144,144,5,1,0.0003333333333333333
30,80,80,3,1,0.0003333333333333333
51,48,48,3,1,0.0003333333333333333
47,80,80,3,2,0.0003333333333333333
16,560,560,7,2,0.0003333333333333333
26,80,80,3,1,0.0003333333333333333
50,48,48,5,1,0.0003333333333333333
61,40,40,5,1,0.0003333333333333333
8,320,320,3,1,0.0003333333333333333
35,64,64,3,1,0.0003333333333333333
38,72,72,7,1,0.0003333333333333333
15,128,128,3,1,0.0003333333333333333
48,56,56,5,1,0.0003333333333333333
30,80,80,5,1,0.0003333333333333333
22,280,280,5,2,0.0003333333333333333
20,280,280,3,2,0.0003333333333333333
25,248,248,5,2,0.0003333333333333333
23,112,112,7,1,0.0003333333333333333
50,48,48,3,1,0.0003333333333333333
17,168,168,5,1,0.0003333333333333333
30,88,88,7,1,0.0003333333333333333
4,608,608,7,1,0.0003333333333333333
61,40,40,7,1,0.0003333333333333333
54,96,96,5,2,0.0003333333333333333
43,56,56,7,1,0.0003333333333333333
56,104,104,7,2,0.0003333333333333333
16,152,152,7,1,0.0003333333333333333
5,672,672,5,1,0.0003333333333333333
30,80,80,5,1,0.0003333333333333333
50,96,96,3,2,0.0003333333333333333
4,648,648,7,1,0.0003333333333333333
45,104,104,3,2,0.0003333333333333333
33,80,80,5,1,0.0003333333333333333
37,72,72,7,1,0.0003333333333333333
35,80,80,7,1,0.0003333333333333333
54,72,72,3,2,0.0003333333333333333
33,80,80,7,1,0.0003333333333333333
32,184,184,7,2,0.0003333333333333333
7,376,376,5,1,0.0003333333333333333
59,40,40,7,1,0.0003333333333333333
55,112,112,7,2,0.0003333333333333333
7,616,616,5,1,0.0003333333333333333
12,320,320,3,2,0.0003333333333333333
9,328,328,7,1,0.0003333333333333333
42,56,56,7,1,0.0003333333333333333
22,96,96,3,1,0.0003333333333333333
56,88,88,7,2,0.0003333333333333333
39,72,72,7,1,0.0003333333333333333
39,128,128,3,2,0.0003333333333333333
15,280,280,3,2,0.0003333333333333333
9,336,336,5,1,0.0003333333333333333
14,704,704,7,2,0.0003333333333333333
53,72,72,3,2,0.0003333333333333333
51,120,120,7,2,0.0003333333333333333
26,104,104,7,1,0.0003333333333333333
15,368,368,3,2,0.0003333333333333333
51,88,88,3,2,0.0003333333333333333
50,112,112,5,2,0.0003333333333333333
41,56,56,7,1,0.0003333333333333333
28,80,80,3,1,0.0003333333333333333
47,56,56,7,1,0.0003333333333333333
35,144,144,3,2,0.0003333333333333333
63,40,40,5,1,0.0003333333333333333
16,168,168,5,1,0.0003333333333333333
12,440,440,3,2,0.0003333333333333333
33,88,88,7,1,0.0003333333333333333
23,120,120,7,1,0.0003333333333333333
59,88,88,7,2,0.0003333333333333333
15,624,624,7,2,0.0003333333333333333
33,80,80,7,1,0.0003333333333333333
49,56,56,7,1,0.0003333333333333333
50,48,48,5,1,0.0003333333333333333
53,48,48,7,1,0.0003333333333333333
51,48,48,3,1,0.0003333333333333333
55,104,104,7,2,0.0003333333333333333
40,120,120,3,2,0.0003333333333333333
21,280,280,3,2,0.0003333333333333333
20,112,112,3,1,0.0003333333333333333
32,168,168,5,2,0.0003333333333333333
34,72,72,3,1,0.0003333333333333333
28,136,136,3,2,0.0003333333333333333
63,40,40,3,1,0.0003333333333333333
29,200,200,5,2,0.0003333333333333333
7,328,328,3,1,0.0003333333333333333
49,144,144,7,2,0.0003333333333333333
15,352,352,3,2,0.0003333333333333333
49,48,48,3,1,0.0003333333333333333
58,72,72,5,2,0.0003333333333333333
54,96,96,5,2,0.0003333333333333333
47,56,56,3,1,0.0003333333333333333
27,120,120,3,1,0.0003333333333333333
43,56,56,5,1,0.0003333333333333333
19,312,312,3,2,0.0003333333333333333
39,168,168,7,2,0.0003333333333333333
7,440,440,5,1,0.0003333333333333333
47,56,56,5,1,0.0003333333333333333
55,72,72,3,2,0.0003333333333333333
12,192,192,3,1,0.0003333333333333333
46,144,144,7,2,0.0003333333333333333
5,496,496,7,1,0.0003333333333333333
13,664,664,5,2,0.0003333333333333333
29,200,200,5,2,0.0003333333333333333
41,128,128,3,2,0.0003333333333333333
16,168,168,7,1,0.0003333333333333333
5,656,656,5,1,0.0003333333333333333
17,144,144,7,1,0.0003333333333333333
12,384,384,3,2,0.0003333333333333333
16,472,472,5,2,0.0003333333333333333
61,80,80,7,2,0.0003333333333333333
47,56,56,5,1,0.0003333333333333333
51,48,48,5,1,0.0003333333333333333
19,136,136,5,1,0.0003333333333333333
30,208,208,5,2,0.0003333333333333333
46,56,56,7,1,0.0003333333333333333
29,72,72,3,1,0.0003333333333333333
32,80,80,5,1,0.0003333333333333333
5,480,480,3,1,0.0003333333333333333
4,528,528,7,1,0.0003333333333333333
16,480,480,7,2,0.0003333333333333333
47,56,56,3,1,0.0003333333333333333
47,56,56,5,1,0.0003333333333333333
26,248,248,3,2,0.0003333333333333333
14,688,688,7,2,0.0003333333333333333
30,224,224,5,2,0.0003333333333333333
14,664,664,7,2,0.0003333333333333333
14,584,584,5,2,0.0003333333333333333
43,64,64,7,1,0.0003333333333333333
41,120,120,3,2,0.0003333333333333333
30,88,88,7,1,0.0003333333333333333
24,104,104,5,1,0.0003333333333333333
5,576,576,3,1,0.0003333333333333333
60,40,40,7,1,0.0003333333333333333
40,64,64,3,1,0.0003333333333333333
35,184,184,3,2,0.0003333333333333333
19,128,128,7,1,0.0003333333333333333
11,272,272,5,1,0.0003333333333333333
32,184,184,3,2,0.0003333333333333333
26,232,232,3,2,0.0003333333333333333
48,112,112,5,2,0.0003333333333333333
